ID Sypanie,Obrazok,"Nazov (odstranit cisla, skonzistentnit a spresnit)",Kategoria (vybrat jedno z dodaneho zoznamu),Do nultej verzie,Otazka,Koncepty,Kapitola,Subkapitola,"Typ otazky (single choice, multi-choice, ano-nie, volny text,…)",Spravna odpoved,"Moznosti, ak boli k dispozicii",Obtiaznost (impossible/tazke/stredne/lahke/trivialne),XML,Pressman
651,,Iteratívny model životného cyklu softvéru,softverove_inzinierstvo,,Označte pravdivé tvrdenia o iteratívnom modeli životného cyklu softvéru:,"softvérové inžinierstvo, softvér, životný cyklus softvéru, metóda vývoja softvéru",03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,"často sa využíva prototypovanie;v každej iterácii sa vytvorí vykonateľný výsledok;proces nie je viditeľný;znižuje riziko pre nové aplikácie, pretože špecifikácia a implementácia sú v súlade;","požiadavky sa definujú na začiatku;<correct>často sa využíva prototypovanie</correct>;problém je že systémy sú silno štruktúrované;<correct>v každej iterácii sa vytvorí vykonateľný výsledok</correct>;<correct>proces nie je viditeľný</correct>;<correct>znižuje riziko pre nové aplikácie, pretože špecifikácia a implementácia sú v súlade</correct>;",stredne,questions/psi-op-q-066pl.xml,
652,,Procesy využívajúce abstrakciu,modelovanie_softveru ,,"Vyberte tie procesy, pri ktorých sa využíva abstrakcia:","abstrakcia, generalizácia, modelovanie, návrh softvéru",06 Prehľad modelovania softvéru,01.00 [Main],multi-choice,Generalizácia;Zapuzdrenie;Polymorfizmus;,<correct>Generalizácia</correct>;Špecializácia;<correct>Zapuzdrenie</correct>;<correct>Polymorfizmus</correct>;,lahke,questions/psi-op-q-067mk.xml,
653,,"Procedúra, technologický postup",softverove_inzinierstvo,,"Procedúra alebo technologický postup, pomocou ktorého sa uskutoční (vykoná) nejaká významná časť životného cyklu softvéru. Takto môžeme v kontexte životného cyklu softvéru definovať:","softvérové inžinierstvo, softvér, životný cyklus softvéru",02 Etapy životného cyklu softvéru,02.00 [Main],single-choice,metódu;,technológiu;metodológiu;prostriedok;<correct>metódu</correct>;,lahke,questions/psi-op-q-067ok.xml,
654,,Znovupoužiteľnosť softvéru,softverove_inzinierstvo,,Označte pravdivé tvrdenia o zostavovaní systému zo znovupoužiteľných súčiastok:,"softvérové inžinierstvo, softvér, modelovanie, dekompozícia, údržba softvéru, architektúra softvérových systémov, súdržnosť",04 Základy modelovania softvéru,04.00 [Main],multi-choice,"znižujú sa celkové náklady na vývoj softvéru, riziko neúspechu projektu a aj potrebný čas;problém je, že potrebné softvérové súčiastky nemusia existovať;","znižuje sa spoľahlivosť systému;<correct>znižujú sa celkové náklady na vývoj softvéru, riziko neúspechu projektu a aj potrebný čas</correct>;je to lacný vývoj, pretože súčiastky sú lacné;<correct>problém je, že potrebné softvérové súčiastky nemusia existovať</correct>;",lahke,questions/psi-op-q-067pl.xml,
655,,Súbor metód,softverove_inzinierstvo,,"Súbor metód, ktoré zvyčajne podporujú väčšiu časť životného cyklu softvéru (niekoľko etáp) a vychádzajú z rovnakého prístupu. Takto môžeme definovať:","softvérové inžinierstvo, životný cyklus softvéru",03 Modely životného cyklu vývoja softvéru,03.00 [Main],single-choice,metodológiu;,prostriedok;technológiu;<correct>metodológiu</correct>;metódu;,lahke,questions/psi-op-q-068ok.xml,
656,,Špirálový model,metody_tvorby_softveru,,Označte pravdivé tvrdenia o špirálovom modeli životného cyklu softvéru:,"softvérové inžinierstvo, softvér, životný cyklus softvéru, metóda vývoja softvéru",03 Modely životného cyklu vývoja softvéru,03.00 [Main],multi-choice,každé kolo špirály predstavuje etapu v procese tvorby softvéru;zmluva o vývoji softvérového systému často určuje vopred procesný model a výstupy;zvýrazňuje požiadavky na kvalitu;,<correct>každé kolo špirály predstavuje etapu v procese tvorby softvéru</correct>;upriamuje pozornosť na neskoré odstraňovanie chýb;neuvažuje aspekty manažmentu;<correct>zmluva o vývoji softvérového systému často určuje vopred procesný model a výstupy</correct>;<correct>zvýrazňuje požiadavky na kvalitu</correct>;,stredne,questions/psi-op-q-068pl.xml,
657,,Najpoužívanejší diagram pre modelovanie objektov,strukturne_modely,y,Vyberte najpoužívanejší a základný diagram v objektovo-orientovanej analýze a návrhu:,"diagram tried, entitno-relačný diagram, diagram objektov, diagram komponentov, modelovanie, objektovo orientovaná tvorba softvéru, štruktúrny diagram, UML ",06 Prehľad modelovania softvéru,06.00 [Main],single-choice,Diagram tried;,Entitno-Relačný diagram;Diagram objektov;Diagram súčiastok;<correct>Diagram tried</correct>;Diagram rozmiestnnia;Diagram modelu údajov;,lahke,questions/psi-op-q-069mk.xml,
658,,Metódy vývoja softvéru,metody_tvorby_softveru,,"Vyznač, čo platí o metódach vývoja softvéru:","metóda vývoja softvéru, modelovanie, dátovo-orientovaná metóda, funkcionálne-orientovaný prístup, objektovo orientovaná tvorba softvéru, softvérové inžinierstvo",05 Metódy tvorby softvéru,05.00 [Main],multi-choice,"Metódy vývoja softvéru nedefinujú kritériá validácie.;Podľa toho, na čo sa kladie dôraz, rozlišujeme funkcionálne-orientované, dátovo-orientované a objektovo-orientovaé metódy.;Všetky typy metód vývoja softvéru využívajú hierarchickú reprezentáciu systému.;","Všetky metódy vývoja softvéru sú formálne.;<correct>Metódy vývoja softvéru nedefinujú kritériá validácie.</correct>;Vyžaduje sa uvažovanie externých rozhraní, interné rozhrania sú dôležité len pri objektovo-orientovaných metódach.;<correct>Podľa toho, na čo sa kladie dôraz, rozlišujeme funkcionálne-orientované, dátovo-orientované a objektovo-orientovaé metódy.</correct>;Dátovo-orientované metódy sú úzko spojené s objektovo-orientovanou dekompozíciou.;Definujú základné princípy analýzy a návrhu, nedefinujú však postup.;<correct>Všetky typy metód vývoja softvéru využívajú hierarchickú reprezentáciu systému.</correct>;",tazke,questions/psi-op-q-069ok.xml,
659,,Metódy vývoja softvéru,metody_tvorby_softveru,,"Vyznač, čo platí o metódach vývoja softvéru:","metóda vývoja softvéru, modelovanie, dátovo-orientovaná metóda, funkcionálne-orientovaný prístup, objektovo orientovaná tvorba softvéru, softvérové inžinierstvo",05 Metódy tvorby softvéru,05.00 [Main],multi-choice,"Metódy vývoja softvéru určujú základné princípy analýzy a návrhu, pričom definujú postup, nedefinujú však kritériá validácie.;Nie všetky metódy sú formálne, niektoré sú semiformálne. Líšia sa taktiež použitou notáciou a použitím špecifických postupov.;Všetky metódy požadujú dôsledné uvažovanie interných aj externých rozhraní. Systém reprezentujú hierarchicky.;Rôzne metódy umožňujú vidieť systém odlišným špecifickým pohľadom. Funkcionálnu dekompozíciu je možné odvodiť z identifikovanej dátovej stránky.;","<correct>Metódy vývoja softvéru určujú základné princípy analýzy a návrhu, pričom definujú postup, nedefinujú však kritériá validácie.</correct>;Metódy definujú postup a kritériá validácie, pričom využívajú rôzne notácie. Systém chápu ako množinu funkcií a vzťahov medzi nimi.;Funkcionálne-orientované metódy chápu systém ako množinu funkcií a vzťahov medzi nimi. Hľadajú sa dátové štruktúry, čo nám umožňuje odvodiť dátovú stránku z tej funkcionálnej.;<correct>Nie všetky metódy sú formálne, niektoré sú semiformálne. Líšia sa taktiež použitou notáciou a použitím špecifických postupov.</correct>;<correct>Všetky metódy požadujú dôsledné uvažovanie interných aj externých rozhraní. Systém reprezentujú hierarchicky.</correct>;Metódy vývoja softvéru popisujú základné princípy analýzy a návrhu. Objektovú dekompozíciu je možné vykonať na základe identifikovanej dátovej stránky.;<correct>Rôzne metódy umožňujú vidieť systém odlišným špecifickým pohľadom. Funkcionálnu dekompozíciu je možné odvodiť z identifikovanej dátovej stránky.</correct>;",tazke,questions/psi-op-q-070ok.xml,
660,,Entity v diagrame tokov údajov,funkcionalne_modely,,Entity v diagrame tokov údajov:,"funkcionálny model, diagram tokov údajov, modelovanie",07 Funkcionálne modely,07.03 Diagram tokov údajov,multi-choice,proces;tok údajov;úložisko údajov;externá entita;,<correct>proces</correct>;používateľ;údajová banka;<correct>tok údajov</correct>;<correct>úložisko údajov</correct>;rozhodovací uzol;<correct>externá entita</correct>;,lahke,questions/psi-op-q-070pl.xml,
661,,Príklady modelov,modelovanie_softveru ,y,"Vyberte z uvedených možností tie, ktoré predstavujú model:","modelovanie, softvérové inžinierstvo",04 Základy modelovania softvéru,04.00 [Main],multi-choice,Mapa;Fotka;Detské autíčko;,<correct>Mapa</correct>;<correct>Fotka</correct>;Ponorka;<correct>Detské autíčko</correct>;Slon;,lahke,questions/psi-op-q-071mk.xml,
662,,Vzťah funkcionálne- a objektovo-orientovaného prístupu,metody_tvorby_softveru,,Čo platí o vzájomnom vzťahu funkcionálne- a objektovo-orientovaného prístupu?,"metóda vývoja softvéru, modelovanie, funkcionálne-orientovaný prístup, objektovo orientovaná tvorba softvéru",05 Metódy tvorby softvéru,05.00 [Main],multi-choice,Základnou technológiou pri oboch je dekompozícia.;Princípy sa vzájomne dopĺňajú.;,"<correct>Základnou technológiou pri oboch je dekompozícia.</correct>;Funkcionálny prístup smeruje k návrhu funkcií, ktoré operujú nad centralizovaným stavom systému. Objektovo-orientovaný prístup tento centralizovaný systém dekomponuje do množiny interagujúcich objektov.;Objektovo-orientovaný prístup je lepší, preto ním postupne nahrádzame funkcionálny prístup všade tam, kde je to možné.;<correct>Princípy sa vzájomne dopĺňajú.</correct>;",stredne,questions/psi-op-q-071ok.xml,
663,,Entita v diagrame tokov údajov,funkcionalne_modely,,Čo platí o entite úložisko údajov v diagrame tokov údajov?,"funkcionálny model, diagram tokov údajov, modelovanie, dekompozícia, UML",07 Funkcionálne modely,07.03 Diagram tokov údajov,multi-choice,"je to miesto, kde sa ukladajú údaje;každé úložisko údajov sa musí v množine DFD nachádzať aspoň raz;","k úložiskám údajov možno pripojiť iba procesy a externé entity;je to informačné prepojenie medzi ostatnými typmi entít;<correct>je to miesto, kde sa ukladajú údaje</correct>;<correct>každé úložisko údajov sa musí v množine DFD nachádzať aspoň raz</correct>;je to takzvaná interná entita;",stredne,questions/psi-op-q-071pl.xml,
664,,Dôvody modelovania softvéru,modelovanie_softveru ,y,Prečo modelujeme systémy?:,"modelovanie, abstrakcia, životný cyklus softvéru",04 Základy modelovania softvéru,04.00 [Main],multi-choice,"Aby sme o nich mohli hovoriť, opisovať, diskutovať a pracovať ešte predtým ako ich skutočne vytvoríme.;Aby sme ich mohli použiť.;Aby sme lepšie pochopili už existujúce systémy (nové, cudzie a pod.).;","<correct>Aby sme o nich mohli hovoriť, opisovať, diskutovať a pracovať ešte predtým ako ich skutočne vytvoríme.</correct>;<correct>Aby sme ich mohli použiť.</correct>;<correct>Aby sme lepšie pochopili už existujúce systémy (nové, cudzie a pod.).</correct>;",lahke,questions/psi-op-q-072mk.xml,
665,,objektovo orientovaná tvorba softvéru,modelovanie_softveru,,Vyznač nepravdivé tvrdenie:,"modelovanie, objektovo orientovaná tvorba softvéru",06 Prehľad modelovania softvéru,06.00 [Main],single-choice,"Objekt je dátová štruktúra v systéme, s ktorou môžeme pracovať pomocou funkcií implementujúcich služby systému.;","Využíva sa koncept ukrytia informácií, dedenie a polymorfizmus.;Každý objekt má svoj vlastný stav, na rozdiel od funkcionálneho prístupu, kde sa systém opisuje ako množina funkcií, ktoré zdieľajú spoločný stav.;<correct>Objekt je dátová štruktúra v systéme, s ktorou môžeme pracovať pomocou funkcií implementujúcich služby systému.</correct>;Systém sa chápe ako množina objektov a vzťahov medzi nimi. Objekty komunikujú prostredníctvom správ.;",stredne,questions/psi-op-q-072ok.xml,
666,,Uzol v dagrame tokov údajov,funkcionalne_modely,y,Čo môže predstavovať uzol v diagrame tokov údajov?,"modelovanie, funkcionálny model, diagram tokov údajov",07 Funkcionálne modely,07.03 Diagram tokov údajov,multi-choice,procesy;externé entity;úložiská údajov;,<correct>procesy</correct>;toky údajov;<correct>externé entity</correct>;<correct>úložiská údajov</correct>;interné entity;,stredne,questions/psi-op-q-072pl.xml,
667,,Výhody modelovania,modelovanie_softveru ,y,"Vyberte z uvedených tvrdení tie, ktoré umožňuje modelovanie:","modelovanie, abstrakcia, návrh softvéru, problém s tvorbou softvéru, logický model",04 Základy modelovania softvéru,04.00 [Main],multi-choice,Zjednodušiť komunikáciu medzi účastníkmi tvorby systému.;Zvýšiť viditeľnosť vývoja systému.;Uvažovať o vlastnostiach skutočného systému bez jeho fyzického zostrojenia.;,<correct>Zjednodušiť komunikáciu medzi účastníkmi tvorby systému.</correct>;<correct>Zvýšiť viditeľnosť vývoja systému.</correct>;Modelovať len skutočné objekty.;Zvyšiť riziko nepochopenia požiadaviek.;<correct>Uvažovať o vlastnostiach skutočného systému bez jeho fyzického zostrojenia.</correct>;,lahke,questions/psi-op-q-073mk.xml,
668,,Metodológia štruktúrovanej analýzy a návrhu systémov (SSADM),metody_tvorby_softveru,,Vyznač pravdivé tvrdenia:,"metóda vývoja softvéru, modelovanie, dekompozícia, návrh softvéru",05 Metódy tvorby softvéru,05.00 [Main],multi-choice,"Vychádza sa z princípu dekompozície.;Využíva sa princíp dekompozície. Na pochopenie určitej časti danej úrovne však nie je potrebná znalosť ostatných častí danej úrovne a častí nižšej úrovne.;Projekt sa člení na malé, dobre definované činnosti, pričom metódy určujú postupnosť týchto činností a súvislosti medzi nimi.;Metodológia štruktúrovanej analýzy a návrhu systémov (SSADM) pokrýva analýzu, špecifikáciu požiadaviek a návrh.;","<correct>Vychádza sa z princípu dekompozície.</correct>;<correct>Využíva sa princíp dekompozície. Na pochopenie určitej časti danej úrovne však nie je potrebná znalosť ostatných častí danej úrovne a častí nižšej úrovne.</correct>;Metodológia štruktúrovanej analýzy a návrhu systémov (SSADM) pokrýva špecifikáciu požiadaviek a analýzu.;<correct>Projekt sa člení na malé, dobre definované činnosti, pričom metódy určujú postupnosť týchto činností a súvislosti medzi nimi.</correct>;Využíva sa princíp dekompozície. Na pochopenie určitej časti danej úrovne je potrebná znalosť ostatných častí danej úrovne a častí nižšej úrovne.;<correct>Metodológia štruktúrovanej analýzy a návrhu systémov (SSADM) pokrýva analýzu, špecifikáciu požiadaviek a návrh.</correct>;",tazke,questions/psi-op-q-073ok.xml,
669,,Diagram prípadov použitia,funkcionalne_modely,y,Čo platí o diagrame prípadov použitia?,"diagram prípadov použitia, funkcionálny model, modelovanie, analýza požiadaviek, UML",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,"zachytáva funkcionalitu systému z pohľadu používateľa;opisuje čo systém robí, uvažujú sa všetky spôsoby použitia systému;","<correct>zachytáva funkcionalitu systému z pohľadu používateľa</correct>;patrí medzi modely správania;<correct>opisuje čo systém robí, uvažujú sa všetky spôsoby použitia systému</correct>;načrtáva ako vyriešiť daný problém;nachádza sa v UML len od verzie 2.0;",lahke,questions/psi-op-q-073pl.xml,
670,resources/q-018mk.png,Zaradenie diagramu k statickému alebo dynamickému modelu,modelovanie_softveru ,,Model na obrázku prestavuje:,"modelovanie, UML, dynamický diagram, diagram správania, štruktúrny diagram, model správania, model údajov",04 Základy modelovania softvéru,04.00 [Main],single-choice,statický model;,dynamický model;<correct>statický model</correct>;,lahke,questions/psi-op-q-074mk.xml,
671,,Štruktúrované metódy,metody_tvorby_softveru,,Vyznač pravdivé tvrdenia:,"metóda vývoja softvéru, štruktúrny diagram, dekompozícia, model údajov, návrh softvéru",05 Metódy tvorby softvéru,05.00 [Main],multi-choice,"Patria sem Jackson System Development (JSD) a Data Structured Systems Development (DSSD).;Hľadajú sa základné štruktúry údajov a funkcionálna stránka sa odvodí od dátovej.;V podstate ide o funkcionálnu dekompozíciu, pričom sa vychádza z údajov;","<correct>Patria sem Jackson System Development (JSD) a Data Structured Systems Development (DSSD).</correct>;Pri JSD je štruktúra údajov hierarchická, pri DSSD nie.;<correct>Hľadajú sa základné štruktúry údajov a funkcionálna stránka sa odvodí od dátovej.</correct>;JSD umožňuje aj vyjadriť počet opakovaní, kým DSSD nie.;<correct>V podstate ide o funkcionálnu dekompozíciu, pričom sa vychádza z údajov</correct>;",tazke,questions/psi-op-q-074ok.xml,
672,,Vzťahy v diagrame prípadov použitia,funkcionalne_modely,y,Aké vzťahy môžu byť medzi aktérmi v diagrame prípadov použitia?,"UML, diagram prípadov použitia, funkcionálny model, modelovanie",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,generalizácia;,používanie (use);asociácia;<correct>generalizácia</correct>;zahrnutie (include);spolupráca;,stredne,questions/psi-op-q-074pl.xml,
673,,Fyzický model,modelovanie_softveru ,y,"Vyberte z uvedených tvrdení tie, ktoré opisujú fyzický model:","fyzický model, implementácia, modelovanie, návrh softvéru, modelovanie, životný cyklus softvéru",04 Základy modelovania softvéru,04.00 [Main],multi-choice,"Reprezentuje návrh systému alebo opis fungovania existujúceho systému.;Opisuje akým spôsobom systém dosahuje analyzované alebo požadované správanie.;Zachytáva fyzické závislosti v analyzovanom systéme, napr. kto vykonáva jednotlivé činnosti.;","Nezávisí od spôsobu implementácie;<correct>Reprezentuje návrh systému alebo opis fungovania existujúceho systému.</correct>;<correct>Opisuje akým spôsobom systém dosahuje analyzované alebo požadované správanie.</correct>;Používa sa pre prvotnú komunikáciu pri objasnení domény.;Neuvažujú sa časové závislosti, ako aj materiálna podstata informácií.;<correct>Zachytáva fyzické závislosti v analyzovanom systéme, napr. kto vykonáva jednotlivé činnosti.</correct>;",stredne,questions/psi-op-q-075mk.xml,
674,,Entity v diagrame činností,funkcionalne_modely,y,Aké entity sa môžu vyskytovať v diagrame činností?,"diagram činností, funkcionálny model, model správania, modelovanie, UML",07 Funkcionálne modely,07.02 Diagram aktivít,multi-choice,akcia;činnosť;spojenie;rozvetvenie;rozhodovací blok;,<correct>akcia</correct>;prechod;<correct>činnosť</correct>;<correct>spojenie</correct>;riadenie;<correct>rozvetvenie</correct>;<correct>rozhodovací blok</correct>;,lahke,questions/psi-op-q-075pl.xml,
675,,Príklad modelovania objednania pizze,modelovanie_softveru ,,Pokiaľ by sme chceli modelovať objednanie pizze použili by sme:,"modelovanie, funkcionálny model, model správania, model údajov",04 Základy modelovania softvéru,04.00 [Main],single-choice,Model údajov;,Štruktúrny model.;Model správania.;Funkcionálny model.;<correct>Model údajov</correct>;Objektový model.;,stredne,questions/psi-op-q-076mk.xml,
676,,Výber pravdivých tvrdení o údržbe softvéru,etapy_vyvoja_softveru,,Vyznač čo platí:,"údržba softvéru, životný cyklus softvéru, softvérový proces, problém s tvorbou softvéru, kvalita, manažment, manažment projektu, reštrukturalizácia, tvorba dokumentácie, reinžinierstvo",02 Etapy životného cyklu softvéru,02.05 Údržba,multi-choice,"Etapy procesu údržby sú: identifikácia problému alebo požiadavka na zmenu, analýza, návrh, implementácia, regresné testovanie, akceptačné testovanie a odovzdanie.;Riadenie údržby je dôležité. Zmeny musia byť dokumentované, prebieha analýza a plánovanie.;Spätné inžinierstvo umožňuje v obmedzenej miere obnoviť návrh a dokumentáciu.;","<correct>Etapy procesu údržby sú: identifikácia problému alebo požiadavka na zmenu, analýza, návrh, implementácia, regresné testovanie, akceptačné testovanie a odovzdanie.</correct>;<correct>Riadenie údržby je dôležité. Zmeny musia byť dokumentované, prebieha analýza a plánovanie.</correct>;Reštrukturalizácia dokáže upratať neštrukturalizovaný nemodulárny neporiadok na štruktúrovaný modulárny systém.;Náklady na údržbu sú menšie oproti nákladom na vývoj.;<correct>Spätné inžinierstvo umožňuje v obmedzenej miere obnoviť návrh a dokumentáciu.</correct>;",stredne,questions/psi-op-q-076ok.xml,
677,,UML,modelovanie_softveru,,Skratka UML znamená:,"UML, modelovanie",06 Prehľad modelovania softvéru,06.00 [Main],single-choice,Unified Modeling Language;,Unique Markup Language;Unique Modeling Literature;Unique Markup Language;Unified Markup Language ;<correct>Unified Modeling Language</correct>;Unified Modeling Literature;,trivialne,questions/psi-op-q-077mk.xml,
678,,Výber pravdivých tvrdení o údržbe softvéru,etapy_vyvoja_softveru,,Vyznač pravdivé tvrdenia:,"údržba softvéru, životný cyklus softvéru, softvérový proces, problém s tvorbou softvéru, kvalita, manažment, manažment projektu, reštrukturalizácia, tvorba dokumentácie, reinžinierstvo",02 Etapy životného cyklu softvéru,02.05 Údržba,multi-choice,"Okrem atribútov meneného softvéru ako typ aplikácie, kvalita návrhu a dokumentácie či vek (skutočný, plánovaný) vplývajú na výšku nákladov na údržbu aj vonkajšie faktory súvisiace s hardvérom a inžiniermi, ktorí sa podieľajú na údržbe.;Dopad zmien je potrebné analyzovať, plánovať a riadne dokumentovať. Dôležité je aj plánovanie preventívnej údržby.;","Požiadavky na údržbu sa vybavujú v poradí, v akom sa objavia.;Reštrukturalizácia (alebo tzv. reinžinierstvo) umožňuje obnovenie dokumentácie či návrhu.;<correct>Okrem atribútov meneného softvéru ako typ aplikácie, kvalita návrhu a dokumentácie či vek (skutočný, plánovaný) vplývajú na výšku nákladov na údržbu aj vonkajšie faktory súvisiace s hardvérom a inžiniermi, ktorí sa podieľajú na údržbe.</correct>;<correct>Dopad zmien je potrebné analyzovať, plánovať a riadne dokumentovať. Dôležité je aj plánovanie preventívnej údržby.</correct>;Udržiavané programy vznikli často pred veľa rokmi a nie sú štruktúrované ani okomentované. Zmeny však zlepšujú štruktúru meneného softvéru.;",tazke,questions/psi-op-q-077ok.xml,
679,,UML,modelovanie_softveru,y,UML NEdefinuje:,"UML, modelovanie",06 Prehľad modelovania softvéru,06.00 [Main],multi-choice,Sadu programovacích jazykov.;Programovacie techniky.;Spôsob modelovania.;Metódu pre tvorbu modelov.;,<correct>Sadu programovacích jazykov.</correct>;Mechanizmus rozširovnia modelov.;<correct>Programovacie techniky.</correct>;<correct>Spôsob modelovania.</correct>;<correct>Metódu pre tvorbu modelov.</correct>;Sadu modelov.;,lahke,questions/psi-op-q-078mk.xml,
680,,Správnosť v kontexte verifikácie a validácie,softverove_inzinierstvo,,"Cieľom verifikácie a validácie je mimo iného preukázanie požadovaných vlastností, ako sú správnosť, spoľahlivosť, efektívnosť, prenosnosť, bezpečnosť a ďalšie. Čo sa však týka samotnej správnosti:","softvérové inžinierstvo, kvalita, softvér, vlastnosť softvéru",01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,single-choice,správnosť nie je nevyhnutná a nepostačuje;,"správnosť je nevyhnutná a postačuje;správnosť je nevyhnutná, no sama o sebe nepostačuje;<correct>správnosť nie je nevyhnutná a nepostačuje</correct>;správnosť nie je nevyhnutná, no postačuje;",stredne,questions/psi-op-q-079ok.xml,
681,,Štruktúrne diagramy,strukturne_modely,y,Vyberte štruktúrne diagramy z uvedených diagramov UML 2.0 :,"UML, štruktúrny diagram, modelovanie, dekompozícia, diagram rozmiestnenia, diagram komponentov, diagram modelu údajov, diagram tried, modelovanie",08 Štruktúrne modely,08.00 [Main],multi-choice,Diagram tried.;Kompozitný diagram.;Diagram rozmiestnenia.;Diagram balíčkov.;,Diagram spolupráce.;Stavový diagram.;<correct>Diagram tried.</correct>;<correct>Kompozitný diagram.</correct>;<correct>Diagram rozmiestnenia.</correct>;Časový diagram.;Diagram prípadov použitia.;<correct>Diagram balíčkov.</correct>;,stredne,questions/psi-op-q-080mk.xml,
682,,Výber pravdivých tvrdení o dynamickom testovaní,testovanie,y,"Označ, čo platí o dynamickom testovaní:","testovanie, integrácia a testovanie, kvalita, metóda bielej skrinky, metóda čiernej skrinky,",02 Etapy životného cyklu softvéru,02.04 Testovanie,multi-choice,"Dynamické testovanie vyžaduje funkčný systém alebo danú časť, pretože spočíva v odvodzovaní vlastností výrobku na základe jeho používania s vybranými vstupmi.;Cieľom dynamického testovania je vybrať také vstupy, aby výstupy, ktoré dostaneme odhalili prítomnosť chýb.;","Je možné ho vykonať v každej fáze vývoja, pretože nevyžaduje vykonanie programu.;Testujeme vždy všetky možné vstupy, ktoré je možné do systému zadať.;<correct>Dynamické testovanie vyžaduje funkčný systém alebo danú časť, pretože spočíva v odvodzovaní vlastností výrobku na základe jeho používania s vybranými vstupmi.</correct>;Funkcionálne testovanie sa vykonáva na základe špecifikácie vstupov a im prislúchajúcim výstupov, preto sa nazýva tiež metóda bielej skrinky.;<correct>Cieľom dynamického testovania je vybrať také vstupy, aby výstupy, ktoré dostaneme odhalili prítomnosť chýb.</correct>;",stredne,questions/psi-op-q-080ok.xml,
683,,Výber pravdivých tvrdení o dynamickom testovaní,testovanie,y,"Označ, čo platí o dynamickom testovaní:","testovanie, integrácia a testovanie, kvalita, metóda bielej skrinky, metóda čiernej skrinky,",02 Etapy životného cyklu softvéru,02.04 Testovanie,multi-choice,"Nie je možné vyskúšať všetky možné vstupy. Preto vyberáme prijateľne veľkú množinu na základe testovacieho kritéria.;Snažíme sa, aby rôzne testovacie vstupy odhalili rôzne chyby.;Testovacie kritérium je spoľahlivé, ak všetky množiny vstupov, ktoré ho spĺňajú, odhalia tie isté chyby.;","<correct>Nie je možné vyskúšať všetky možné vstupy. Preto vyberáme prijateľne veľkú množinu na základe testovacieho kritéria.</correct>;<correct>Snažíme sa, aby rôzne testovacie vstupy odhalili rôzne chyby.</correct>;Máme k dispozícii algoritmy, ktoré určia pre ľubovoľný program kritérium, ktoré umožňuje určiť množinu testovacích vstupov ohaľujúcich každú chybu. Väčšinou ich však pre ich zložitosť nemožno použiť.;<correct>Testovacie kritérium je spoľahlivé, ak všetky množiny vstupov, ktoré ho spĺňajú, odhalia tie isté chyby.</correct>;Rôzne testovacie vstupy nemusia vždy odhaliť rôzne chyby. Znásobením počtu vstupov odhaľujúcich tú istú chybu získame väčšiu istotu, že sme nespravili omyl.;Ak testovanie neodhalí žiadne chyby, v tom prípade ho môžeme považovať za úspešné.;",stredne,questions/psi-op-q-081ok.xml,
684,,Výber pravdivých tvrdení o funkcionálnom testovaní,testovanie,y,Čo platí o funkcionálnom testovaní?,"testovanie, integrácia a testovanie, kvalita, metóda čiernej skrinky",02 Etapy životného cyklu softvéru,02.04 Testovanie,multi-choice,"Pri funkcionálnom testovaní sa vstupy odvodzujú priamo zo špecifikácie, neuvažuje sa vnútorná štruktúra modulu/systému.;Pre vstupy/výstupy z jednej triedy ekvivalencie je správanie systému identické.;Neuvažovaním logiky systému výrazne narastá množina testovacích vstupov.;","Testovacie vstupy odvodzuje priamo zo štruktúry modulu/systému, ktorá určuje funkcionalitu.;<correct>Pri funkcionálnom testovaní sa vstupy odvodzujú priamo zo špecifikácie, neuvažuje sa vnútorná štruktúra modulu/systému.</correct>;<correct>Pre vstupy/výstupy z jednej triedy ekvivalencie je správanie systému identické.</correct>;V praxi vykonávame úplné funkcionálne testovanie, aby sme odhalili čo najviac chýb.;Jeden vstup môže pokrývať niekoľko tried ekvivalencie.;<correct>Neuvažovaním logiky systému výrazne narastá množina testovacích vstupov.</correct>;",tazke,questions/psi-op-q-083ok.xml,
